gene_id	gene_biotype
ENSSSCG00000041091	protein_coding
ENSSSCG00000041092	lncRNA
ENSSSCG00000041093	protein_coding
ENSSSCG00000041094	lncRNA
ENSSSCG00000041095	protein_coding
ENSSSCG00000041096	lncRNA
ENSSSCG00000041097	lncRNA
ENSSSCG00000041098	lncRNA
ENSSSCG00000041099	snRNA
ENSSSCG00000041100	lncRNA
ENSSSCG00000041101	lncRNA
ENSSSCG00000041102	lncRNA
ENSSSCG00000041103	lncRNA
ENSSSCG00000041104	lncRNA
ENSSSCG00000041105	lncRNA
ENSSSCG00000041106	pseudogene
ENSSSCG00000041107	protein_coding
ENSSSCG00000041108	protein_coding
ENSSSCG00000041109	pseudogene
ENSSSCG00000041110	lncRNA
ENSSSCG00000041111	lncRNA
ENSSSCG00000041112	lncRNA
ENSSSCG00000041113	lncRNA
ENSSSCG00000041114	protein_coding
ENSSSCG00000041115	lncRNA
ENSSSCG00000041116	lncRNA
ENSSSCG00000041117	protein_coding
ENSSSCG00000041118	lncRNA
ENSSSCG00000041119	pseudogene
ENSSSCG00000041120	protein_coding
ENSSSCG00000041121	lncRNA
ENSSSCG00000041122	protein_coding
ENSSSCG00000041123	lncRNA
ENSSSCG00000041124	processed_pseudogene
ENSSSCG00000041125	lncRNA
ENSSSCG00000041126	protein_coding
ENSSSCG00000041127	lncRNA
ENSSSCG00000041128	lncRNA
ENSSSCG00000041129	protein_coding
ENSSSCG00000041130	protein_coding
ENSSSCG00000041131	protein_coding
ENSSSCG00000041132	lncRNA
ENSSSCG00000041133	lncRNA
ENSSSCG00000041134	lncRNA
ENSSSCG00000041135	pseudogene
ENSSSCG00000041136	protein_coding
ENSSSCG00000041137	lncRNA
ENSSSCG00000041138	lncRNA
ENSSSCG00000041139	lncRNA
ENSSSCG00000041140	protein_coding
ENSSSCG00000041141	protein_coding
ENSSSCG00000041142	protein_coding
ENSSSCG00000041143	processed_pseudogene
ENSSSCG00000041144	protein_coding
ENSSSCG00000041145	lncRNA
ENSSSCG00000041146	protein_coding
ENSSSCG00000041147	lncRNA
ENSSSCG00000041148	protein_coding
ENSSSCG00000041149	protein_coding
ENSSSCG00000041150	lncRNA
ENSSSCG00000041151	lncRNA
ENSSSCG00000041152	lncRNA
ENSSSCG00000041153	lncRNA
ENSSSCG00000041154	lncRNA
ENSSSCG00000041155	pseudogene
ENSSSCG00000041156	lncRNA
ENSSSCG00000041157	lncRNA
ENSSSCG00000041158	protein_coding
ENSSSCG00000041159	protein_coding
ENSSSCG00000041160	lncRNA
ENSSSCG00000041161	lncRNA
ENSSSCG00000041162	protein_coding
ENSSSCG00000041163	lncRNA
ENSSSCG00000041164	protein_coding
ENSSSCG00000041165	lncRNA
ENSSSCG00000041166	lncRNA
ENSSSCG00000041167	lncRNA
ENSSSCG00000041168	protein_coding
ENSSSCG00000041169	lncRNA
ENSSSCG00000041170	lncRNA
ENSSSCG00000041171	lncRNA
ENSSSCG00000041172	lncRNA
ENSSSCG00000041173	lncRNA
ENSSSCG00000041174	protein_coding
ENSSSCG00000041175	lncRNA
ENSSSCG00000041176	lncRNA
ENSSSCG00000041177	lncRNA
ENSSSCG00000041178	processed_pseudogene
ENSSSCG00000041179	lncRNA
ENSSSCG00000041180	lncRNA
ENSSSCG00000041181	protein_coding
ENSSSCG00000041182	snoRNA
ENSSSCG00000041183	lncRNA
ENSSSCG00000041184	protein_coding
ENSSSCG00000041185	protein_coding
ENSSSCG00000041186	pseudogene
ENSSSCG00000041187	lncRNA
ENSSSCG00000041188	lncRNA
ENSSSCG00000041189	lncRNA
ENSSSCG00000041190	lncRNA
ENSSSCG00000041191	lncRNA
ENSSSCG00000041192	lncRNA
ENSSSCG00000041193	snoRNA
ENSSSCG00000041194	protein_coding
ENSSSCG00000041195	lncRNA
ENSSSCG00000041196	lncRNA
ENSSSCG00000041197	pseudogene
ENSSSCG00000041198	protein_coding
ENSSSCG00000041199	snoRNA
ENSSSCG00000041200	lncRNA
ENSSSCG00000041201	lncRNA
ENSSSCG00000041202	protein_coding
ENSSSCG00000041203	lncRNA
ENSSSCG00000041204	protein_coding
ENSSSCG00000041205	pseudogene
ENSSSCG00000041206	lncRNA
ENSSSCG00000041207	lncRNA
ENSSSCG00000041208	lncRNA
ENSSSCG00000041209	protein_coding
ENSSSCG00000041210	lncRNA
ENSSSCG00000041211	protein_coding
ENSSSCG00000041212	lncRNA
ENSSSCG00000041213	protein_coding
ENSSSCG00000041214	lncRNA
ENSSSCG00000041215	lncRNA
ENSSSCG00000041216	lncRNA
ENSSSCG00000041217	protein_coding
ENSSSCG00000041218	lncRNA
ENSSSCG00000041219	lncRNA
ENSSSCG00000041220	lncRNA
ENSSSCG00000041221	protein_coding
ENSSSCG00000041222	processed_pseudogene
ENSSSCG00000041223	lncRNA
ENSSSCG00000041224	lncRNA
ENSSSCG00000041225	protein_coding
ENSSSCG00000041226	protein_coding
ENSSSCG00000041227	pseudogene
ENSSSCG00000041228	lncRNA
ENSSSCG00000041229	protein_coding
ENSSSCG00000041230	lncRNA
ENSSSCG00000041231	lncRNA
ENSSSCG00000041232	protein_coding
ENSSSCG00000041233	lncRNA
ENSSSCG00000041234	lncRNA
ENSSSCG00000041235	lncRNA
ENSSSCG00000041236	lncRNA
ENSSSCG00000041237	protein_coding
ENSSSCG00000041238	lncRNA
ENSSSCG00000041239	lncRNA
ENSSSCG00000041240	lncRNA
ENSSSCG00000041241	lncRNA
ENSSSCG00000041242	processed_pseudogene
ENSSSCG00000041243	protein_coding
ENSSSCG00000041244	pseudogene
ENSSSCG00000041245	lncRNA
ENSSSCG00000041246	lncRNA
ENSSSCG00000041247	lncRNA
ENSSSCG00000041248	protein_coding
ENSSSCG00000041249	lncRNA
ENSSSCG00000041250	pseudogene
ENSSSCG00000041251	lncRNA
ENSSSCG00000041252	protein_coding
ENSSSCG00000041253	lncRNA
ENSSSCG00000041254	protein_coding
ENSSSCG00000041255	lncRNA
ENSSSCG00000041256	lncRNA
ENSSSCG00000041257	lncRNA
ENSSSCG00000041258	lncRNA
ENSSSCG00000041259	lncRNA
ENSSSCG00000041260	pseudogene
ENSSSCG00000041261	protein_coding
ENSSSCG00000041262	lncRNA
ENSSSCG00000041263	lncRNA
ENSSSCG00000041264	protein_coding
ENSSSCG00000041265	processed_pseudogene
ENSSSCG00000041266	lncRNA
ENSSSCG00000041267	lncRNA
ENSSSCG00000041268	lncRNA
ENSSSCG00000041269	protein_coding
ENSSSCG00000041270	protein_coding
ENSSSCG00000041271	lncRNA
ENSSSCG00000041272	lncRNA
ENSSSCG00000041273	lncRNA
ENSSSCG00000041274	lncRNA
ENSSSCG00000041275	lncRNA
ENSSSCG00000041276	lncRNA
ENSSSCG00000041277	lncRNA
ENSSSCG00000041278	pseudogene
ENSSSCG00000041279	protein_coding
ENSSSCG00000041280	lncRNA
ENSSSCG00000041281	lncRNA
ENSSSCG00000041282	lncRNA
ENSSSCG00000041283	protein_coding
ENSSSCG00000041284	lncRNA
ENSSSCG00000041285	lncRNA
ENSSSCG00000041286	protein_coding
ENSSSCG00000041287	pseudogene
ENSSSCG00000041288	lncRNA
ENSSSCG00000041289	protein_coding
ENSSSCG00000041290	lncRNA
ENSSSCG00000041291	lncRNA
ENSSSCG00000041292	lncRNA
ENSSSCG00000041293	lncRNA
ENSSSCG00000041294	lncRNA
ENSSSCG00000041295	lncRNA
ENSSSCG00000041296	lncRNA
ENSSSCG00000041297	protein_coding
ENSSSCG00000041298	lncRNA
ENSSSCG00000041299	lncRNA
ENSSSCG00000041300	pseudogene
ENSSSCG00000041301	protein_coding
ENSSSCG00000041302	lncRNA
ENSSSCG00000041303	lncRNA
ENSSSCG00000041304	lncRNA
ENSSSCG00000041305	lncRNA
ENSSSCG00000041306	lncRNA
ENSSSCG00000041307	protein_coding
ENSSSCG00000041308	lncRNA
ENSSSCG00000041309	lncRNA
ENSSSCG00000041310	lncRNA
ENSSSCG00000041311	pseudogene
ENSSSCG00000041312	lncRNA
ENSSSCG00000041313	protein_coding
ENSSSCG00000041314	protein_coding
ENSSSCG00000041315	protein_coding
ENSSSCG00000041316	protein_coding
ENSSSCG00000041317	lncRNA
ENSSSCG00000041318	protein_coding
ENSSSCG00000041319	protein_coding
ENSSSCG00000041320	pseudogene
ENSSSCG00000041321	protein_coding
ENSSSCG00000041322	protein_coding
ENSSSCG00000041323	protein_coding
ENSSSCG00000041324	protein_coding
ENSSSCG00000041325	protein_coding
ENSSSCG00000041326	lncRNA
ENSSSCG00000041327	lncRNA
ENSSSCG00000041328	lncRNA
ENSSSCG00000041329	lncRNA
ENSSSCG00000041330	lncRNA
ENSSSCG00000041331	processed_pseudogene
ENSSSCG00000041332	protein_coding
ENSSSCG00000041333	protein_coding
ENSSSCG00000041334	pseudogene
ENSSSCG00000041335	lncRNA
ENSSSCG00000041336	processed_pseudogene
ENSSSCG00000041337	lncRNA
ENSSSCG00000041338	lncRNA
ENSSSCG00000041339	pseudogene
ENSSSCG00000041340	lncRNA
ENSSSCG00000041341	lncRNA
ENSSSCG00000041342	protein_coding
ENSSSCG00000041343	protein_coding
ENSSSCG00000041344	pseudogene
ENSSSCG00000041345	lncRNA
ENSSSCG00000041346	lncRNA
ENSSSCG00000041347	lncRNA
ENSSSCG00000041348	lncRNA
ENSSSCG00000041349	processed_pseudogene
ENSSSCG00000041350	lncRNA
ENSSSCG00000041351	lncRNA
ENSSSCG00000041352	lncRNA
ENSSSCG00000041353	protein_coding
ENSSSCG00000041354	lncRNA
ENSSSCG00000041355	lncRNA
ENSSSCG00000041356	protein_coding
ENSSSCG00000041357	lncRNA
ENSSSCG00000041358	lncRNA
ENSSSCG00000041359	protein_coding
ENSSSCG00000041360	protein_coding
ENSSSCG00000041361	protein_coding
ENSSSCG00000041362	lncRNA
ENSSSCG00000041363	lncRNA
ENSSSCG00000041364	protein_coding
ENSSSCG00000041365	protein_coding
ENSSSCG00000041366	lncRNA
ENSSSCG00000041367	protein_coding
ENSSSCG00000041368	pseudogene
ENSSSCG00000041369	protein_coding
ENSSSCG00000041370	lncRNA
ENSSSCG00000041371	lncRNA
ENSSSCG00000041372	protein_coding
ENSSSCG00000041373	pseudogene
ENSSSCG00000041374	lncRNA
ENSSSCG00000041375	lncRNA
ENSSSCG00000041376	protein_coding
ENSSSCG00000041377	pseudogene
ENSSSCG00000041378	protein_coding
ENSSSCG00000041379	lncRNA
ENSSSCG00000041380	lncRNA
ENSSSCG00000041381	protein_coding
ENSSSCG00000041382	lncRNA
ENSSSCG00000041383	lncRNA
ENSSSCG00000041384	lncRNA
ENSSSCG00000041385	lncRNA
ENSSSCG00000041386	protein_coding
ENSSSCG00000041387	lncRNA
ENSSSCG00000041388	protein_coding
ENSSSCG00000041389	pseudogene
ENSSSCG00000041390	lncRNA
ENSSSCG00000041391	lncRNA
ENSSSCG00000041392	lncRNA
ENSSSCG00000041393	lncRNA
ENSSSCG00000041394	lncRNA
ENSSSCG00000041395	lncRNA
ENSSSCG00000041396	lncRNA
ENSSSCG00000041397	pseudogene
ENSSSCG00000041398	protein_coding
ENSSSCG00000041399	lncRNA
ENSSSCG00000041400	lncRNA
ENSSSCG00000041401	lncRNA
ENSSSCG00000041402	protein_coding
ENSSSCG00000041403	lncRNA
ENSSSCG00000041404	pseudogene
ENSSSCG00000041405	protein_coding
ENSSSCG00000041406	lncRNA
ENSSSCG00000041407	lncRNA
ENSSSCG00000041408	lncRNA
ENSSSCG00000041409	protein_coding
ENSSSCG00000041410	lncRNA
ENSSSCG00000041411	pseudogene
ENSSSCG00000041412	lncRNA
ENSSSCG00000041413	pseudogene
ENSSSCG00000041414	lncRNA
ENSSSCG00000041415	protein_coding
ENSSSCG00000041416	lncRNA
ENSSSCG00000041417	lncRNA
ENSSSCG00000041418	lncRNA
ENSSSCG00000041419	pseudogene
ENSSSCG00000041420	lncRNA
ENSSSCG00000041421	protein_coding
ENSSSCG00000041422	protein_coding
ENSSSCG00000041423	miRNA
ENSSSCG00000041424	lncRNA
ENSSSCG00000041425	protein_coding
ENSSSCG00000041426	lncRNA
ENSSSCG00000041427	pseudogene
ENSSSCG00000041428	lncRNA
ENSSSCG00000041429	lncRNA
ENSSSCG00000041430	lncRNA
ENSSSCG00000041431	protein_coding
ENSSSCG00000041432	lncRNA
ENSSSCG00000041433	snRNA
ENSSSCG00000041434	lncRNA
ENSSSCG00000041435	lncRNA
ENSSSCG00000041436	lncRNA
ENSSSCG00000041437	lncRNA
ENSSSCG00000041438	protein_coding
ENSSSCG00000041439	lncRNA
ENSSSCG00000041440	processed_pseudogene
ENSSSCG00000041441	protein_coding
ENSSSCG00000041442	protein_coding
ENSSSCG00000041443	protein_coding
ENSSSCG00000041444	protein_coding
ENSSSCG00000041445	lncRNA
ENSSSCG00000041446	protein_coding
ENSSSCG00000041447	lncRNA
ENSSSCG00000041448	protein_coding
ENSSSCG00000041449	lncRNA
ENSSSCG00000041450	pseudogene
ENSSSCG00000041451	protein_coding
ENSSSCG00000041452	lncRNA
ENSSSCG00000041453	protein_coding
ENSSSCG00000041454	lncRNA
ENSSSCG00000041455	lncRNA
ENSSSCG00000041456	lncRNA
ENSSSCG00000041457	lncRNA
ENSSSCG00000041458	lncRNA
ENSSSCG00000041459	lncRNA
ENSSSCG00000041460	lncRNA
ENSSSCG00000041461	lncRNA
ENSSSCG00000041462	protein_coding
ENSSSCG00000041463	lncRNA
ENSSSCG00000041464	lncRNA
ENSSSCG00000041465	protein_coding
ENSSSCG00000041466	pseudogene
ENSSSCG00000041467	protein_coding
ENSSSCG00000041468	pseudogene
ENSSSCG00000041469	protein_coding
ENSSSCG00000041470	lncRNA
ENSSSCG00000041471	lncRNA
ENSSSCG00000041472	lncRNA
ENSSSCG00000041473	protein_coding
ENSSSCG00000041474	lncRNA
ENSSSCG00000041475	lncRNA
ENSSSCG00000041476	lncRNA
ENSSSCG00000041477	protein_coding
ENSSSCG00000041478	lncRNA
ENSSSCG00000041479	pseudogene
ENSSSCG00000041480	lncRNA
ENSSSCG00000041481	protein_coding
ENSSSCG00000041482	lncRNA
ENSSSCG00000041483	lncRNA
ENSSSCG00000041484	lncRNA
ENSSSCG00000041485	lncRNA
ENSSSCG00000041486	protein_coding
ENSSSCG00000041487	lncRNA
ENSSSCG00000041488	lncRNA
ENSSSCG00000041489	processed_pseudogene
ENSSSCG00000041490	lncRNA
ENSSSCG00000041491	protein_coding
ENSSSCG00000041492	lncRNA
ENSSSCG00000041493	snRNA
ENSSSCG00000041494	protein_coding
ENSSSCG00000041495	protein_coding
ENSSSCG00000041496	protein_coding
ENSSSCG00000041497	lncRNA
ENSSSCG00000041498	lncRNA
ENSSSCG00000041499	protein_coding
ENSSSCG00000041500	lncRNA
ENSSSCG00000041501	lncRNA
ENSSSCG00000041502	protein_coding
ENSSSCG00000041503	pseudogene
ENSSSCG00000041504	pseudogene
ENSSSCG00000041505	lncRNA
ENSSSCG00000041506	protein_coding
ENSSSCG00000041507	protein_coding
ENSSSCG00000041508	lncRNA
ENSSSCG00000041509	lncRNA
ENSSSCG00000041510	lncRNA
ENSSSCG00000041511	pseudogene
ENSSSCG00000041512	protein_coding
ENSSSCG00000041513	lncRNA
ENSSSCG00000041514	lncRNA
ENSSSCG00000041515	lncRNA
ENSSSCG00000041516	lncRNA
ENSSSCG00000041517	processed_pseudogene
ENSSSCG00000041518	lncRNA
ENSSSCG00000041519	lncRNA
ENSSSCG00000041520	lncRNA
ENSSSCG00000041521	lncRNA
ENSSSCG00000041522	protein_coding
ENSSSCG00000041523	lncRNA
ENSSSCG00000041524	lncRNA
ENSSSCG00000041525	lncRNA
ENSSSCG00000041526	lncRNA
ENSSSCG00000041527	lncRNA
ENSSSCG00000041528	lncRNA
ENSSSCG00000041529	lncRNA
ENSSSCG00000041530	lncRNA
ENSSSCG00000041531	processed_pseudogene
ENSSSCG00000041532	lncRNA
ENSSSCG00000041533	lncRNA
ENSSSCG00000041534	protein_coding
ENSSSCG00000041535	pseudogene
ENSSSCG00000041536	lncRNA
ENSSSCG00000041537	lncRNA
ENSSSCG00000041538	snoRNA
ENSSSCG00000041539	lncRNA
ENSSSCG00000041540	lncRNA
ENSSSCG00000041541	lncRNA
ENSSSCG00000041542	pseudogene
ENSSSCG00000041543	lncRNA
ENSSSCG00000041544	lncRNA
ENSSSCG00000041545	lncRNA
ENSSSCG00000041546	pseudogene
ENSSSCG00000041547	snRNA
ENSSSCG00000041548	pseudogene
ENSSSCG00000041549	lncRNA
ENSSSCG00000041550	pseudogene
ENSSSCG00000041551	lncRNA
ENSSSCG00000041552	lncRNA
ENSSSCG00000041553	pseudogene
ENSSSCG00000041554	pseudogene
ENSSSCG00000041555	protein_coding
ENSSSCG00000041556	pseudogene
ENSSSCG00000041557	lncRNA
ENSSSCG00000041558	protein_coding
ENSSSCG00000041559	protein_coding
ENSSSCG00000041560	lncRNA
ENSSSCG00000041561	protein_coding
ENSSSCG00000041562	lncRNA
ENSSSCG00000041563	pseudogene
ENSSSCG00000041564	lncRNA
ENSSSCG00000041565	lncRNA
ENSSSCG00000041566	lncRNA
ENSSSCG00000041567	lncRNA
ENSSSCG00000041568	lncRNA
ENSSSCG00000041569	lncRNA
ENSSSCG00000041570	lncRNA
ENSSSCG00000041571	protein_coding
ENSSSCG00000041572	lncRNA
ENSSSCG00000041573	lncRNA
ENSSSCG00000041574	protein_coding
ENSSSCG00000041575	lncRNA
ENSSSCG00000041576	lncRNA
ENSSSCG00000041577	lncRNA
ENSSSCG00000041578	lncRNA
ENSSSCG00000041579	protein_coding
ENSSSCG00000041580	lncRNA
ENSSSCG00000041581	protein_coding
ENSSSCG00000041582	lncRNA
ENSSSCG00000041583	protein_coding
ENSSSCG00000041584	lncRNA
ENSSSCG00000041585	protein_coding
ENSSSCG00000041586	lncRNA
ENSSSCG00000041587	lncRNA
ENSSSCG00000041588	lncRNA
ENSSSCG00000041589	lncRNA
ENSSSCG00000041590	pseudogene
ENSSSCG00000041591	lncRNA
ENSSSCG00000041592	lncRNA
ENSSSCG00000041593	lncRNA
ENSSSCG00000041594	lncRNA
ENSSSCG00000041595	protein_coding
ENSSSCG00000041596	lncRNA
ENSSSCG00000041597	protein_coding
ENSSSCG00000041598	lncRNA
ENSSSCG00000041599	lncRNA
ENSSSCG00000041600	pseudogene
ENSSSCG00000041601	lncRNA
ENSSSCG00000041602	lncRNA
ENSSSCG00000041603	protein_coding
ENSSSCG00000041604	pseudogene
ENSSSCG00000041605	protein_coding
ENSSSCG00000041606	protein_coding
ENSSSCG00000041607	protein_coding
ENSSSCG00000041608	protein_coding
ENSSSCG00000041609	pseudogene
ENSSSCG00000041610	protein_coding
ENSSSCG00000041611	lncRNA
ENSSSCG00000041612	lncRNA
ENSSSCG00000041613	lncRNA
ENSSSCG00000041614	protein_coding
ENSSSCG00000041615	lncRNA
ENSSSCG00000041616	lncRNA
ENSSSCG00000041617	lncRNA
ENSSSCG00000041618	lncRNA
ENSSSCG00000041619	lncRNA
ENSSSCG00000041620	processed_pseudogene
ENSSSCG00000041621	snoRNA
ENSSSCG00000041622	lncRNA
ENSSSCG00000041623	lncRNA
ENSSSCG00000041624	lncRNA
ENSSSCG00000041625	protein_coding
ENSSSCG00000041626	lncRNA
ENSSSCG00000041627	lncRNA
ENSSSCG00000041628	protein_coding
ENSSSCG00000041629	protein_coding
ENSSSCG00000041630	lncRNA
ENSSSCG00000041631	lncRNA
ENSSSCG00000041632	lncRNA
ENSSSCG00000041633	lncRNA
ENSSSCG00000041634	protein_coding
ENSSSCG00000041635	lncRNA
ENSSSCG00000041636	lncRNA
ENSSSCG00000041637	lncRNA
ENSSSCG00000041638	lncRNA
ENSSSCG00000041639	lncRNA
ENSSSCG00000041640	protein_coding
ENSSSCG00000041641	protein_coding
ENSSSCG00000041642	protein_coding
ENSSSCG00000041643	protein_coding
ENSSSCG00000041644	protein_coding
ENSSSCG00000041645	pseudogene
ENSSSCG00000041646	lncRNA
ENSSSCG00000041647	pseudogene
ENSSSCG00000041648	lncRNA
ENSSSCG00000041649	protein_coding
ENSSSCG00000041650	protein_coding
ENSSSCG00000041651	pseudogene
ENSSSCG00000041652	lncRNA
ENSSSCG00000041653	lncRNA
ENSSSCG00000041654	lncRNA
ENSSSCG00000041655	lncRNA
ENSSSCG00000041656	protein_coding
ENSSSCG00000041657	lncRNA
ENSSSCG00000041658	lncRNA
ENSSSCG00000041659	pseudogene
ENSSSCG00000041660	protein_coding
ENSSSCG00000041661	lncRNA
ENSSSCG00000041662	protein_coding
ENSSSCG00000041663	protein_coding
ENSSSCG00000041664	lncRNA
ENSSSCG00000041665	lncRNA
ENSSSCG00000041666	pseudogene
ENSSSCG00000041667	protein_coding
ENSSSCG00000041668	lncRNA
ENSSSCG00000041669	lncRNA
ENSSSCG00000041670	protein_coding
ENSSSCG00000041671	protein_coding
ENSSSCG00000041672	processed_pseudogene
ENSSSCG00000041673	pseudogene
ENSSSCG00000041674	protein_coding
ENSSSCG00000041675	lncRNA
ENSSSCG00000041676	snoRNA
ENSSSCG00000041677	lncRNA
ENSSSCG00000041678	protein_coding
ENSSSCG00000041679	lncRNA
ENSSSCG00000041680	protein_coding
ENSSSCG00000041681	lncRNA
ENSSSCG00000041682	lncRNA
ENSSSCG00000041683	lncRNA
ENSSSCG00000041684	lncRNA
ENSSSCG00000041685	lncRNA
ENSSSCG00000041686	protein_coding
ENSSSCG00000041687	lncRNA
ENSSSCG00000041688	pseudogene
ENSSSCG00000041689	lncRNA
ENSSSCG00000041690	lncRNA
ENSSSCG00000041691	protein_coding
ENSSSCG00000041692	protein_coding
ENSSSCG00000041693	pseudogene
ENSSSCG00000041694	lncRNA
ENSSSCG00000041695	pseudogene
ENSSSCG00000041696	protein_coding
ENSSSCG00000041697	lncRNA
ENSSSCG00000041698	lncRNA
ENSSSCG00000041699	lncRNA
ENSSSCG00000041700	lncRNA
ENSSSCG00000041701	lncRNA
ENSSSCG00000041702	pseudogene
ENSSSCG00000041703	lncRNA
ENSSSCG00000041704	lncRNA
ENSSSCG00000041705	lncRNA
ENSSSCG00000041706	protein_coding
ENSSSCG00000041707	pseudogene
ENSSSCG00000041708	lncRNA
ENSSSCG00000041709	lncRNA
ENSSSCG00000041710	lncRNA
ENSSSCG00000041711	lncRNA
ENSSSCG00000041712	protein_coding
ENSSSCG00000041713	lncRNA
ENSSSCG00000041714	lncRNA
ENSSSCG00000041715	lncRNA
ENSSSCG00000041716	lncRNA
ENSSSCG00000041717	lncRNA
ENSSSCG00000041718	processed_pseudogene
ENSSSCG00000041719	protein_coding
ENSSSCG00000041720	lncRNA
ENSSSCG00000041721	pseudogene
ENSSSCG00000041722	protein_coding
ENSSSCG00000041723	lncRNA
ENSSSCG00000041724	lncRNA
ENSSSCG00000041725	protein_coding
ENSSSCG00000041726	lncRNA
ENSSSCG00000041727	lncRNA
ENSSSCG00000041728	protein_coding
ENSSSCG00000041729	lncRNA
ENSSSCG00000041730	protein_coding
ENSSSCG00000041731	protein_coding
ENSSSCG00000041732	lncRNA
ENSSSCG00000041733	protein_coding
ENSSSCG00000041734	lncRNA
ENSSSCG00000041735	lncRNA
ENSSSCG00000041736	lncRNA
ENSSSCG00000041737	lncRNA
ENSSSCG00000041738	protein_coding
ENSSSCG00000041739	protein_coding
ENSSSCG00000041740	protein_coding
ENSSSCG00000041741	TR_J_gene
ENSSSCG00000041742	pseudogene
ENSSSCG00000041743	lncRNA
ENSSSCG00000041744	protein_coding
ENSSSCG00000041745	protein_coding
ENSSSCG00000041746	protein_coding
ENSSSCG00000041747	lncRNA
ENSSSCG00000041748	processed_pseudogene
ENSSSCG00000041749	protein_coding
ENSSSCG00000041750	protein_coding
ENSSSCG00000041751	lncRNA
ENSSSCG00000041752	lncRNA
ENSSSCG00000041753	lncRNA
ENSSSCG00000041754	processed_pseudogene
ENSSSCG00000041755	lncRNA
ENSSSCG00000041756	snRNA
ENSSSCG00000041757	lncRNA
ENSSSCG00000041758	protein_coding
ENSSSCG00000041759	lncRNA
ENSSSCG00000041760	lncRNA
ENSSSCG00000041761	lncRNA
ENSSSCG00000041762	lncRNA
ENSSSCG00000041763	snRNA
ENSSSCG00000041764	protein_coding
ENSSSCG00000041765	lncRNA
ENSSSCG00000041766	lncRNA
ENSSSCG00000041767	lncRNA
ENSSSCG00000041768	lncRNA
ENSSSCG00000041769	lncRNA
ENSSSCG00000041770	lncRNA
ENSSSCG00000041771	processed_pseudogene
ENSSSCG00000041772	protein_coding
ENSSSCG00000041773	pseudogene
ENSSSCG00000041774	lncRNA
ENSSSCG00000041775	lncRNA
ENSSSCG00000041776	lncRNA
ENSSSCG00000041777	protein_coding
ENSSSCG00000041778	pseudogene
ENSSSCG00000041779	protein_coding
ENSSSCG00000041780	lncRNA
ENSSSCG00000041781	lncRNA
ENSSSCG00000041782	processed_pseudogene
ENSSSCG00000041783	protein_coding
ENSSSCG00000041784	lncRNA
ENSSSCG00000041785	lncRNA
ENSSSCG00000041786	protein_coding
ENSSSCG00000041787	lncRNA
ENSSSCG00000041788	lncRNA
ENSSSCG00000041789	lncRNA
ENSSSCG00000041790	pseudogene
ENSSSCG00000041791	lncRNA
ENSSSCG00000041792	lncRNA
ENSSSCG00000041793	lncRNA
ENSSSCG00000041794	lncRNA
ENSSSCG00000041795	protein_coding
ENSSSCG00000041796	lncRNA
ENSSSCG00000041797	lncRNA
ENSSSCG00000041798	lncRNA
ENSSSCG00000041799	pseudogene
ENSSSCG00000041800	pseudogene
ENSSSCG00000041801	lncRNA
ENSSSCG00000041802	lncRNA
ENSSSCG00000041803	lncRNA
ENSSSCG00000041804	lncRNA
ENSSSCG00000041805	lncRNA
ENSSSCG00000041806	protein_coding
ENSSSCG00000041807	lncRNA
ENSSSCG00000041808	pseudogene
ENSSSCG00000041809	lncRNA
ENSSSCG00000041810	lncRNA
ENSSSCG00000041811	pseudogene
ENSSSCG00000041812	lncRNA
ENSSSCG00000041813	protein_coding
ENSSSCG00000041814	lncRNA
ENSSSCG00000041815	lncRNA
ENSSSCG00000041816	lncRNA
ENSSSCG00000041817	lncRNA
ENSSSCG00000041818	protein_coding
ENSSSCG00000041819	lncRNA
ENSSSCG00000041820	lncRNA
ENSSSCG00000041821	lncRNA
ENSSSCG00000041822	protein_coding
ENSSSCG00000041823	lncRNA
ENSSSCG00000041824	lncRNA
ENSSSCG00000041825	lncRNA
ENSSSCG00000041826	lncRNA
ENSSSCG00000041827	lncRNA
ENSSSCG00000041828	lncRNA
ENSSSCG00000041829	lncRNA
ENSSSCG00000041830	pseudogene
ENSSSCG00000041831	snoRNA
ENSSSCG00000041832	lncRNA
ENSSSCG00000041833	lncRNA
ENSSSCG00000041834	protein_coding
ENSSSCG00000041835	protein_coding
ENSSSCG00000041836	protein_coding
ENSSSCG00000041837	lncRNA
ENSSSCG00000041838	lncRNA
ENSSSCG00000041839	lncRNA
ENSSSCG00000041840	pseudogene
ENSSSCG00000041841	protein_coding
ENSSSCG00000041842	snoRNA
ENSSSCG00000041843	lncRNA
ENSSSCG00000041844	lncRNA
ENSSSCG00000041845	lncRNA
ENSSSCG00000041846	protein_coding
ENSSSCG00000041847	lncRNA
ENSSSCG00000041848	lncRNA
ENSSSCG00000041849	lncRNA
ENSSSCG00000041850	protein_coding
ENSSSCG00000041851	lncRNA
ENSSSCG00000041852	TR_V_gene
ENSSSCG00000041853	lncRNA
ENSSSCG00000041854	protein_coding
ENSSSCG00000041855	pseudogene
ENSSSCG00000041856	lncRNA
ENSSSCG00000041857	lncRNA
ENSSSCG00000041858	lncRNA
ENSSSCG00000041859	protein_coding
ENSSSCG00000041860	lncRNA
ENSSSCG00000041861	lncRNA
ENSSSCG00000041862	protein_coding
ENSSSCG00000041863	protein_coding
